id,season_number,is_active,started_at,core_attr_cost_override,core_attr_cap_override,non_core_attr_cost_override,non_core_attr_cap_override,dev_ups_cap_override,age_resets_cap_override,current_week,dev_ups_cost_override,age_resets_cost_override,core_attributes_override,legend_cost_override,custom_gold_cost_override,custom_silver_cost_override,custom_bronze_cost_override,catchup_mode,guild_id,legends_per_season_cap_override,custom_players_per_season_cap_override,contract_extension_cost_override,contract_extension_cap_override,salary_reduction_cost_override,salary_reduction_cap_override,bonus_reduction_cost_override,bonus_reduction_cap_override
15,2,t,2026-05-17 21:54:58.028009,,,,,,,2,,,,,,,,f,1497423447192768612,,,,,,,,
