id,season_id,week_index,channel_id,away_team_name,home_team_name,created_at
371,15,1,1506712349749280779,Dolphins,Bears,2026-05-20 17:36:58.104729
372,15,1,1506712352555536438,Vikings,Lions,2026-05-20 17:36:58.861426
373,15,1,1506712355860517004,Titans,Bengals,2026-05-20 17:36:59.704521
374,15,1,1506712359480070336,Browns,Jaguars,2026-05-20 17:37:00.745107
